Time;Hip_x;Hip_vel;Hip_omega;Hip_AO;Knee_x;Knee_vel;Knee_omega;Knee_AO;Ankle_x;Ankle_vel;Ankle_omega;Ankle_AO;omega_ao;omega_offline;gait_phase
15:52:56.452641;-0.000355648;0.0;1.200958991;-0.154001314;0;0;0;0;0;0;0;0;6.918449629528269;0.0;1.480655103107825
15:52:56.463044;-0.000355648;0.0;1.192817201;-0.146103218;0;0;0;0;0;0;0;0;6.925765080363864;0.0;1.5556014822087523
15:52:56.473917;0.000662522;0.101817024;1.179181258;-0.141061574;0;0;0;0;0;0;0;0;6.92288036123309;0.0;1.6297444806716088
15:52:56.483971;0.000662522;0.101817024;1.166019057;-0.135917085;0;0;0;0;0;0;0;0;6.912468936934744;0.0;1.6951361293037674
15:52:56.494405;0.000662522;0.101817024;1.153368984;-0.130645622;0;0;0;0;0;0;0;0;6.894926829270291;0.0;1.7601587382648267
15:52:56.505338;0.000662522;0.0;1.141262724;-0.125226059;0;0;0;0;0;0;0;0;6.869482893118078;0.0;1.8252318223880293
15:52:56.516040;0.000662522;0.0;1.129725912;-0.119640005;0;0;0;0;0;0;0;0;6.837168897974426;0.0;1.8856582302117317
15:52:56.526788;0.000662522;0.0;1.118778755;-0.113871559;0;0;0;0;0;0;0;0;6.796583667864432;0.0;1.9427004149850289
15:52:56.536937;0.000662522;0.0;1.108436606;-0.107907066;0;0;0;0;0;0;0;0;6.750172514798272;0.0;1.992886402810429
15:52:56.547395;0.000662522;0.0;1.098710509;-0.101734896;0;0;0;0;0;0;0;0;6.693901838011333;0.0;2.0406851225154856
15:52:56.557558;0.000662522;0.0;1.089607693;-0.095345234;0;0;0;0;0;0;0;0;6.631394363267523;0.0;2.0834011192262922
15:52:56.567565;0.000662522;0.0;1.081132041;-0.088729885;0;0;0;0;0;0;0;0;6.563374613051606;0.0;2.122218165846493
15:52:56.578373;0.000662522;0.0;1.073284512;-0.08188209;0;0;0;0;0;0;0;0;6.4846163674367014;0.0;2.161230169196238
15:52:56.588419;0.000662522;0.0;1.066063531;-0.074796361;0;0;0;0;0;0;0;0;6.408732263672948;0.0;2.1956409734921856
15:52:56.598942;0.000662522;0.0;1.059465342;-0.067468328;0;0;0;0;0;0;0;0;6.328948797734599;0.0;2.2307460713016045
15:52:56.609565;0.000662522;0.0;1.053484331;-0.059894597;0;0;0;0;0;0;0;0;6.250273706570002;0.0;2.2660880333911537
15:52:56.619832;0.001644438;0.098191572;1.042772786;-0.054769997;0;0;0;0;0;0;0;0;6.177718402657175;0.0;2.3008620340350445
15:52:56.630703;0.001644438;0.098191572;1.033130733;-0.049212375;0;0;0;0;0;0;0;0;6.105982024833623;0.0;2.3389323315367427
15:52:56.642023;0.001644438;0.098191572;1.024506867;-0.043236948;0;0;0;0;0;0;0;0;6.036814579704197;0.0;2.379991511766005
