Time;Hip_x;Hip_x_vel;Hip_x_omega;Hip_x_ao;Hip_x_domega;target_cos;target_sin
14:26:34.069996;-0.002136682;0.0;2.101356629;0.750728889;1.349888949;1.0;0.0
14:26:34.080472;-0.002136682;0.0;2.101356629;0.750728889;1.349888949;1.0;0.0
14:26:34.090562;-0.003102171;-0.031212604;2.196950026;0.865059103;3.090370843;1.0;0.0
14:26:34.101483;-0.003102171;-0.031212604;2.196950026;0.865059103;3.090370843;1.0;0.0
14:26:34.111699;-0.003102171;0.0;2.238840449;0.921400147;2.625280367;1.0;0.0
14:26:34.122029;-0.003102171;0.0;2.272848849;0.970653977;2.379143537;1.0;0.0
14:26:34.132705;-0.003102171;0.0;2.30117277;1.014520218;2.180918906;1.0;0.0
14:26:34.142825;-0.003102171;0.0;2.327344614;1.057781866;2.007348177;1.0;0.0
14:26:34.155309;-0.003102171;0.0;2.351754969;1.100974657;1.843109959;1.0;0.0
14:26:34.165821;-0.003102171;0.0;2.351754969;1.100974657;1.843109959;1.0;0.0
14:26:34.176674;-0.003102171;0.0;2.380563842;1.156403951;1.66179165;1.0;0.0
14:26:34.186924;-0.003102171;0.0;2.400578594;1.198620597;1.485600304;1.0;0.0
14:26:34.199791;-0.003102171;0.0;2.400578594;1.198620597;1.485600304;1.0;0.0
14:26:34.209942;-0.003102171;0.0;2.418069036;1.238881575;1.337201096;1.0;0.0
14:26:34.220810;-0.003102171;0.0;2.434772677;1.281368269;1.187439243;1.0;0.0
14:26:34.231147;-0.003102171;0.0;2.448771648;1.321343638;1.036655062;1.0;0.0
14:26:34.242162;-0.003102171;0.0;2.460607766;1.359864773;0.891200621;1.0;0.0
14:26:34.252455;-0.003102171;0.0;2.460607766;1.359864773;0.891200621;1.0;0.0
14:26:34.262530;-0.003102171;0.0;2.47296166;1.40789124;0.728265795;1.0;0.0
14:26:34.272807;-0.003102171;0.0;2.480899476;1.446814733;0.562524588;1.0;0.0
14:26:34.284739;-0.003102171;0.0;2.480899476;1.446814733;0.562524588;1.0;0.0
14:26:34.294812;-0.003102171;0.0;2.486643296;1.484033709;0.415386077;1.0;0.0
14:26:34.304943;-0.003102171;0.0;2.490466963;1.52117956;0.270081792;1.0;0.0
14:26:34.315143;-0.003102171;0.0;2.492208239;1.555847489;0.128364604;1.0;0.0
14:26:34.325896;-0.003102171;0.0;2.492208239;1.555847489;0.128364604;1.0;0.0
14:26:34.336020;-0.003102171;0.0;2.492118217;1.588944343;-0.00676975;1.0;0.0
14:26:34.346136;-0.004134063;-0.064161492;2.488085673;1.626980975;-0.250737408;1.0;0.0
14:26:34.356365;-0.005429318;-0.095774035;2.478663922;1.655859065;-0.696665164;1.0;0.0
14:26:34.368991;-0.005429318;-0.095774035;2.478663922;1.655859065;-0.696665164;1.0;0.0
14:26:34.380018;-0.005429318;0.0;2.466132514;1.683517439;-0.91337652;1.0;0.0
14:26:34.390711;-0.005429318;0.0;2.449659623;1.712080638;-1.100344633;1.0;0.0
14:26:34.400833;-0.005429318;0.0;2.432402245;1.737003157;-1.255646838;1.0;0.0
14:26:34.411505;-0.005429318;0.0;2.413623363;1.760595183;-1.37968047;1.0;0.0
14:26:34.433869;-0.005429318;0.0;2.413623363;1.760595183;-1.37968047;1.0;0.0
14:26:34.444206;-0.005429318;0.0;2.374544836;1.802477473;-1.523428004;1.0;0.0
14:26:34.454531;-0.004397426;0.0699087;2.359299892;1.829794345;-1.032815204;1.0;0.0
14:26:34.465550;-0.004397426;0.0699087;2.359299892;1.829794345;-1.032815204;1.0;0.0
