Time;Hip_x;Hip_x_vel;Hip_x_omega;Hip_x_ao;Hip_x_domega;Knee_x;Knee_x_vel;Knee_x_omega;Knee_x_ao;Ankle_x;Ankle_x_vel;Ankle_x_omega;Ankle_x_ao;target_cos;target_sin
17:11:45.632224;-0.0382874424307055;0.0;0.001;2.9347076252313435;-0.0077913376855932;12.739750622959662;0;0;0;-6.127995143180385;0;0;0;1.0;0.0
17:11:45.642982;-0.0382874424307055;0.0;0.001;2.9347076252313435;-0.0077913376855932;12.739750622959662;0;0;0;-6.186400728530572;0;0;0;1.0;0.0
17:11:45.653536;-0.0392683099645894;-0.0295493196661948;0.001;2.9332407408607004;0.0;12.739750622959662;0;0;0;-6.186400728530572;0;0;0;1.0;0.0
17:11:45.663872;-0.0392683099645894;-0.0295493196661948;0.001;2.9332407408607004;0.0;12.739750622959662;0;0;0;-6.186400728530572;0;0;0;1.0;0.0
17:11:45.673948;-0.0392683099645894;0.0;0.001;2.932609162412408;0.0;12.739750622959662;0;0;0;-6.186400728530572;0;0;0;1.0;0.0
17:11:45.686114;-0.0392683099645894;0.0;0.001;2.932609162412408;0.0;12.739750622959662;0;0;0;-6.2447986366451005;0;0;0;1.0;0.0
17:11:45.697120;-0.0392683099645894;0.0;0.001;2.9321649258207607;0.0;12.739750622959662;0;0;0;-6.2447986366451005;0;0;0;1.0;0.0
17:11:45.707844;-0.0392683099645894;0.0;0.001;2.931802432403291;0.0;12.739750622959662;0;0;0;-6.2447986366451005;0;0;0;1.0;0.0
17:11:45.720384;-0.0392683099645894;0.0;0.001;2.931802432403291;0.0;12.79832978759984;0;0;0;-6.2447986366451005;0;0;0;1.0;0.0
17:11:45.731203;-0.0402907092606279;-0.0585454914671875;0.001;2.931123456074946;0.0;12.79832978759984;0;0;0;-6.2447986366451005;0;0;0;1.0;0.0
17:11:45.741579;-0.0412721433045095;-0.0606338834471044;0.001;2.930276418610564;0.0;12.79832978759984;0;0;0;-6.2447986366451005;0;0;0;1.0;0.0
17:11:45.752639;-0.0412721433045095;-0.0606338834471044;0.001;2.930276418610564;0.0;12.79832978759984;0;0;0;-6.2447986366451005;0;0;0;1.0;0.0
17:11:45.762789;-0.0412721433045095;0.0;0.001;2.929568825214236;0.0;12.79832978759984;0;0;0;-6.2447986366451005;0;0;0;1.0;0.0
17:11:45.773673;-0.0412721433045095;0.0;0.001;2.928927123605039;0.0;12.79832978759984;0;0;0;-6.2447986366451005;0;0;0;1.0;0.0
17:11:45.786947;-0.0412721433045095;0.0;0.001;2.928927123605039;0.0;12.79832978759984;0;0;0;-6.303188747729507;0;0;0;1.0;0.0
17:11:45.798037;-0.0412721433045095;0.0;0.001;2.928427690046423;0.0;12.79832978759984;0;0;0;-6.303188747729507;0;0;0;1.0;0.0
17:11:45.809140;-0.0422541424570258;-0.0598645202885554;0.001;2.9276868852211955;0.0;12.79832978759984;0;0;0;-6.303188747729507;0;0;0;1.0;0.0
