Time;Hip_x;Hip_x_vel;Hip_x_omega;Hip_x_ao;Hip_x_domega;Knee_x;Knee_x_vel;Knee_x_omega;Knee_x_ao;Ankle_x;Ankle_x_vel;Ankle_x_omega;Ankle_x_ao;target_cos;target_sin
17:13:22.906768;0.0352319798088173;-0.0633061702493105;3.3697552831670365;2.684540968408715;4.565893564156209;9.18545678829136;0;0;0;-2.1384624535089074;0;0;0;1.0;0.0
17:13:22.917582;0.0352319798088173;-0.0633061702493105;3.3697552831670365;2.684540968408715;4.565893564156209;9.18545678829136;0;0;0;-2.1384624535089074;0;0;0;1.0;0.0
17:13:22.927809;0.0342057003425351;-0.0298753093896724;3.541201028428956;2.888904742882392;4.990838121119047;9.18545678829136;0;0;0;-2.196878125043781;0;0;0;1.0;0.0
17:13:22.940088;0.0342057003425351;-0.0298753093896724;3.541201028428956;2.888904742882392;4.990838121119047;9.251789499725362;0;0;0;-2.3136987731778333;0;0;0;1.0;0.0
17:13:22.950168;0.0317479607522025;-0.1363914214961442;3.637616493479229;3.001783871545218;5.35054339529873;9.368812780940488;0;0;0;-2.430296782206227;0;0;0;1.0;0.0
17:13:22.960272;0.0307211834371983;-0.060719848585493;3.732441156585391;3.1115035286617747;5.607583165151014;9.368812780940488;0;0;0;-2.430296782206227;0;0;0;1.0;0.0
17:13:22.973749;0.0307211834371983;-0.060719848585493;3.732441156585391;3.1115035286617747;5.607583165151014;9.485808052423836;0;0;0;-2.488477680163584;0;0;0;1.0;0.0
17:13:22.983846;0.029694678971672;-0.0627804099749179;3.827613284029679;-3.062294912066907;5.820671394813681;9.543976457774733;0;0;0;-2.5466460855144817;0;0;0;1.0;0.0
17:13:22.994205;0.029694678971672;-0.0627804099749179;3.827613284029679;-3.062294912066907;5.820671394813681;9.60277508051064;0;0;0;-2.6634437702404625;0;0;0;1.0;0.0
17:13:23.004304;0.0286684494092924;-0.0596336247682358;3.9306702448879753;-2.944015376810828;5.988582242094228;9.661557834985588;0;0;0;-2.7218364786532447;0;0;0;1.0;0.0
