Time;Hip_x;Hip_vel;Omega;GP_AO;GP_Model;target_cos;target_sin;target_omega
17:20:53.652104;-0.013713996;-0.02852028;0.177163346;-0.078430511;0.013599681;1;0;0
17:20:53.661488;-0.013713996;-0.022816224;0.178616597;-0.075122121;0.014454371;1;0;0
17:20:53.672994;-0.013713996;-0.018252979;0.180111938;-0.071680783;0.016403265;1;0;0
17:20:53.682648;-0.014728892;-0.034662044;0.181613798;-0.068348794;0.017397542;1;0;0
17:20:53.693200;-0.013730187;-0.00913699;0.183061174;-0.064942557;0.020067325;1;0;0
17:20:53.703984;-0.013730187;-0.007309592;0.184429759;-0.0616974;0.024334593;1;0;0
17:20:53.715071;-0.013730187;-0.005847674;0.185879956;-0.058235397;0.028542759;1;0;0
17:20:53.725072;-0.013730187;-0.004678139;0.187227372;-0.054999414;0.030279296;1;0;0
17:20:53.734436;-0.013730187;-0.003742511;0.188573125;-0.051750805;0.032518342;1;0;0
17:20:53.746196;-0.015744018;-0.041248489;0.190218474;-0.048111362;0.0326401;1;0;0
17:20:53.756063;-0.015744018;-0.032998791;0.191800139;-0.044570572;0.029612249;1;0;0
17:20:53.765474;-0.015744018;-0.026399033;0.193336655;-0.041093778;0.027096398;1;0;0
17:20:53.775912;-0.015744018;-0.021119226;0.19492737;-0.037458572;0.025924321;1;0;0
17:20:53.786145;-0.015744018;-0.016895381;0.196444409;-0.033960427;0.022592392;1;0;0
17:20:53.796791;-0.014745313;0.005025456;0.197922987;-0.030357693;0.021648224;1;0;0
17:20:53.809032;-0.014745313;0.004020365;0.199351885;-0.026865471;0.025832295;1;0;0
17:20:53.817766;-0.014745313;0.003216292;0.200750619;-0.023438379;0.034266137;1;0;0
17:20:53.828405;-0.014745313;0.002573033;0.202206144;-0.019864479;0.040640775;1;0;0
17:20:53.838993;-0.014745313;0.002058427;0.203688816;-0.016217204;0.048709434;1;0;0
17:20:53.849062;-0.014745313;0.001646741;0.205164221;-0.01258228;0.052479796;1;0;0
17:20:53.860134;-0.013730187;0.020367568;0.206534494;-0.009018206;0.052857045;1;0;0
17:20:53.870637;-0.013730187;0.016294055;0.207864716;-0.005574699;0.050530259;1;0;0
17:20:53.881024;-0.013730187;0.013035244;0.209235721;-0.002040873;0.049421418;1;0;0
17:20:53.891364;-0.012715291;0.030457213;0.210473023;0.001323122;0.051951602;1;0;0
17:20:53.901179;-0.012715291;0.02436577;0.211730414;0.004707308;0.058860537;1;0;0
