Time;Hip_x;Hip_vel;Omega;GP_AO;target_cos;target_sin;target_omega
13:28:59.289401;0.009872719647517;-0.0058591785469953;0.0337232999009146;-1.502727374608959;-1.0;-1.2246467991473532e-16;0.0
13:28:59.302852;0.009872719647517;-0.0046873428375962;0.0353334057913002;-1.500666667786228;-1.0;-1.2246467991473532e-16;0.0
13:28:59.316282;0.0108911286835242;0.0115226283234947;0.035769912141126;-1.4997560047201255;-1.0;-1.2246467991473532e-16;0.0
13:28:59.329812;0.0109473565437449;0.0100559636168754;0.0361240875496629;-1.498919338131511;-1.0;-1.2246467991473532e-16;0.0
13:28:59.342843;0.0109473565437449;0.0080447708935003;0.0364641838713152;-1.4980881348410813;-1.0;-1.2246467991473532e-16;0.0
13:28:59.358146;0.0109473565437449;0.0064358167148002;0.036794589402636;-1.4972514025758763;-1.0;-1.2246467991473532e-16;0.0
13:28:59.372038;0.0109473565437449;0.0051486533718402;0.0371273350734532;-1.4963759696984955;-1.0;-1.2246467991473532e-16;0.0
13:28:59.385367;0.0109473565437449;0.0041189226974721;0.0374247866210227;-1.49556193693123;-1.0;-1.2246467991473532e-16;0.0
13:28:59.399075;0.0109473565437449;0.0032951381579777;0.0376962033363444;-1.494789856306197;-1.0;-1.2246467991473532e-16;0.0
13:28:59.412003;0.0109473565437449;0.0026361105263821;0.0379588815365081;-1.4940125615030164;-1.0;-1.2246467991473532e-16;0.0
13:28:59.426246;0.0109473565437449;0.0021088884211057;0.038203421701181;-1.4932588811524503;-1.0;-1.2246467991473532e-16;0.0
13:28:59.439315;0.0109473565437449;0.0016871107368846;0.0384442591311348;-1.492484449503998;-1.0;-1.2246467991473532e-16;0.0
13:28:59.453408;0.0109473565437449;0.0013496885895076;0.0386628535415004;-1.4917501095644263;-1.0;-1.2246467991473532e-16;0.0
13:28:59.467012;0.0109473565437449;0.0010797508716061;0.0388749569342756;-1.491004921281885;-1.0;-1.2246467991473532e-16;0.0
13:28:59.480378;0.0109473565437449;0.0008638006972849;0.0390732745348382;-1.49027487043798;-1.0;-1.2246467991473532e-16;0.0
13:28:59.494013;0.0109473565437449;0.0006910405578279;0.0392547472115173;-1.4895744741789878;-1.0;-1.2246467991473532e-16;0.0
13:28:59.507148;0.0109473565437449;0.0005528324462623;0.0394299758072353;-1.4888644086242968;-1.0;-1.2246467991473532e-16;0.0
13:28:59.520124;0.0109473565437449;0.0004422659570098;0.0395908719593237;-1.4881787186705238;-1.0;-1.2246467991473532e-16;0.0
13:28:59.533600;0.0109473565437449;0.0003538127656079;0.0397427240608725;-1.487497288393536;-1.0;-1.2246467991473532e-16;0.0
13:28:59.546663;0.0109473565437449;0.0002830502124863;0.0398809761378623;-1.4868432907536009;-1.0;-1.2246467991473532e-16;0.0
13:28:59.559582;0.0109473565437449;0.000226440169989;0.0400116992704256;-1.4861906089534962;-1.0;-1.2246467991473532e-16;0.0
13:28:59.572638;0.0109473565437449;0.0001811521359912;0.0401326192648193;-1.4855522031213104;-1.0;-1.2246467991473532e-16;0.0
13:28:59.585844;0.0109473565437449;0.0001449217087929;0.0402485972624387;-1.484903091967726;-1.0;-1.2246467991473532e-16;0.0
13:28:59.598880;0.0109473565437449;0.0001159373670343;0.0403556962586966;-1.4842658357634413;-1.0;-1.2246467991473532e-16;0.0
13:28:59.612140;0.0109473565437449;9.27498936275181e-05;0.040456905426203;-1.4836238049580428;-1.0;-1.2246467991473532e-16;0.0
13:28:59.625974;0.0119666859344978;0.0157651500744379;0.0391348081721198;-1.4844289481244988;-1.0;-1.2246467991473532e-16;0.0
13:28:59.639063;0.0109527760322443;-0.0021632532120947;0.0392944891097298;-1.4837310604744576;-1.0;-1.2246467991473532e-16;0.0
13:28:59.653158;0.0109527760322443;-0.0017306025696758;0.039444864035303;-1.483035919434558;-1.0;-1.2246467991473532e-16;0.0
13:28:59.666093;0.0109527760322443;-0.0013844820557406;0.0395789857255198;-1.4823794361984597;-1.0;-1.2246467991473532e-16;0.0
13:28:59.679040;0.0109527760322443;-0.0011075856445925;0.0397028169710565;-1.4817373391435271;-1.0;-1.2246467991473532e-16;0.0
13:28:59.692012;0.0109527760322443;-0.000886068515674;0.0398167231256459;-1.481110700710697;-1.0;-1.2246467991473532e-16;0.0
13:28:59.704971;0.0109527760322443;-0.0007088548125392;0.0399237487630534;-1.4804846157389404;-1.0;-1.2246467991473532e-16;0.0
13:28:59.719408;0.0109527760322443;-0.0005670838500313;0.0400283289767361;-1.479831021456607;-1.0;-1.2246467991473532e-16;0.0
13:28:59.733429;0.0109527760322443;-0.0004536670800251;0.0401307986003078;-1.4791418222652173;-1.0;-1.2246467991473532e-16;0.0
13:28:59.746897;0.0109527760322443;-0.00036293366402;0.0402145224828051;-1.4785346573660758;-1.0;-1.2246467991473532e-16;0.0
13:28:59.759927;0.0109527760322443;-0.000290346931216;0.040293368483762;-1.4779179936140856;-1.0;-1.2246467991473532e-16;0.0
13:28:59.773540;0.0109527760322443;-0.0002322775449728;0.040363705572075;-1.4773222493546154;-1.0;-1.2246467991473532e-16;0.0
13:28:59.786412;0.0109527760322443;-0.0001858220359782;0.0404312271958765;-1.4766992298662194;-1.0;-1.2246467991473532e-16;0.0
13:28:59.800745;0.0109527760322443;-0.0001486576287826;0.0404889308374605;-1.476116061092805;-1.0;-1.2246467991473532e-16;0.0
13:28:59.816561;0.0109527760322443;-0.0001189261030261;0.0405542442270842;-1.4753808414997234;-1.0;-1.2246467991473532e-16;0.0
13:28:59.831008;0.0109527760322443;-9.514088242088036e-05;0.0406048426989688;-1.4747359478679496;-1.0;-1.2246467991473532e-16;0.0
13:28:59.844145;0.0109527760322443;-7.61127059367043e-05;0.0406447752197174;-1.4741612411042686;-1.0;-1.2246467991473532e-16;0.0
13:28:59.857240;0.0109527760322443;-6.089016474936344e-05;0.0406796057784304;-1.4735924359333288;-1.0;-1.2246467991473532e-16;0.0
13:28:59.870254;0.009939280202318;-0.0152313650655706;0.0423512244285229;-1.4713664965122817;-1.0;-1.2246467991473532e-16;0.0
13:28:59.884360;0.009939280202318;-0.0121850920524565;0.0438978313893286;-1.4692695062532557;-1.0;-1.2246467991473532e-16;0.0
13:28:59.897863;0.009939280202318;-0.0097480736419652;0.0455720122252853;-1.4669550647796423;-1.0;-1.2246467991473532e-16;0.0
13:28:59.911230;0.009939280202318;-0.0077984589135721;0.0470831013039726;-1.4648224968860988;-1.0;-1.2246467991473532e-16;0.0
13:28:59.924604;0.009939280202318;-0.0062387671308577;0.0485200248669488;-1.4627523001262142;-1.0;-1.2246467991473532e-16;0.0
13:28:59.938675;0.009939280202318;-0.0049910137046861;0.0500214180703858;-1.460540489590427;-1.0;-1.2246467991473532e-16;0.0
13:28:59.952052;0.009939280202318;-0.0039928109637489;0.0513358319130932;-1.4585587919284388;-1.0;-1.2246467991473532e-16;0.0
13:28:59.965761;0.009939280202318;-0.0031942487709991;0.0526039380834569;-1.4566022846575797;-1.0;-1.2246467991473532e-16;0.0
13:28:59.978823;0.009939280202318;-0.0025553990167993;0.0538592634292828;-1.4546174273573822;-1.0;-1.2246467991473532e-16;0.0
13:28:59.992322;0.009939280202318;-0.0020443192134394;0.0550177045469978;-1.4527383578722228;-1.0;-1.2246467991473532e-16;0.0
13:29:00.005188;0.009939280202318;-0.0016354553707515;0.0561431959543043;-1.4508638776558322;-1.0;-1.2246467991473532e-16;0.0
13:29:00.018631;0.009939280202318;-0.0013083642966012;0.0571913099312363;-1.4490696448291511;-1.0;-1.2246467991473532e-16;0.0
13:29:00.032567;0.009939280202318;-0.001046691437281;0.0581892557946886;-1.4473122170170656;-1.0;-1.2246467991473532e-16;0.0
13:29:00.045669;0.009939280202318;-0.0008373531498248;0.0591920447253893;-1.4454917060673895;-1.0;-1.2246467991473532e-16;0.0
13:29:00.059309;0.009939280202318;-0.0006698825198598;0.0600832723242658;-1.4438216459042652;-1.0;-1.2246467991473532e-16;0.0
13:29:00.072647;0.009939280202318;-0.0005359060158878;0.060965624916191;-1.4421131473293916;-1.0;-1.2246467991473532e-16;0.0
13:29:00.086192;0.009939280202318;-0.0004287248127103;0.0617807167553876;-1.4404792619113465;-1.0;-1.2246467991473532e-16;0.0
13:29:00.099465;0.009939280202318;-0.0003429798501682;0.0625644992346651;-1.4388502519258113;-1.0;-1.2246467991473532e-16;0.0
13:29:00.112348;0.009939280202318;-0.0002743838801345;0.0632761408107878;-1.437314578475943;-1.0;-1.2246467991473532e-16;0.0
