Time	Hip_x	Hip_vel	Hip_omega	Hip_AO	Knee_x	Knee_vel	Knee_omega	Knee_AO	Ankle_x	Ankle_vel	Ankle_omega	Ankle_AO
16:06:05.996720	0.3995543625317652	0.07766754180718038	0.001	-0.36533916581724313	0	0	0	0	0	0	0	0
16:06:05.998642	0.3995543625317652	0.07766754180718038	0.001	-0.3657783641951191	0	0	0	0	0	0	0	0
16:06:06.008845	0.3995543625317652	0.0	0.001	-0.3661722595531778	0	0	0	0	0	0	0	0
16:06:06.018981	0.3995543625317652	0.0	0.001	-0.3665255251980106	0	0	0	0	0	0	0	0
16:06:06.029785	0.3995543625317652	0.0	0.001	-0.366842349133929	0	0	0	0	0	0	0	0
16:06:06.039890	0.40376319729707394	0.42088347653087554	0.001	-0.3681853442055676	0	0	0	0	0	0	0	0
16:06:06.050410	0.40376319729707394	0.42088347653087554	0.001	-0.3693896570297106	0	0	0	0	0	0	0	0
16:06:06.061007	0.40376319729707394	0.42088347653087554	0.001	-0.37046974569470237	0	0	0	0	0	0	0	0
16:06:06.071439	0.40376319729707394	0.42088347653087554	0.001	-0.3714385314917017	0	0	0	0	0	0	0	0
16:06:06.082934	0.4217210137491541	1.7957816452080166	0.001	-0.3768070755045123	0	0	0	0	0	0	0	0
16:06:06.093019	0.4217210137491541	1.7957816452080166	0.001	-0.3816124558448273	0	0	0	0	0	0	0	0
16:06:06.103700	0.4217210137491541	1.7957816452080166	0.001	-0.385916124569615	0	0	0	0	0	0	0	0
16:06:06.113774	0.4217210137491541	1.7957816452080166	0.001	-0.38977239117864926	0	0	0	0	0	0	0	0
16:06:06.124325	0.4217210137491541	0.0	0.001	-0.3932293293872071	0	0	0	0	0	0	0	0
16:06:06.134219	0.4217210137491541	0.0	0.001	-0.3963295562702278	0	0	0	0	0	0	0	0
16:06:06.144330	0.4217210137491541	0.0	0.001	-0.3991109035547815	0	0	0	0	0	0	0	0
16:06:06.153909	0.4217210137491541	0.0	0.001	-0.4016069975640839	0	0	0	0	0	0	0	0
16:06:06.163830	0.4203686250684386	-0.13523886807155217	0.001	-0.40351491233586145	0	0	0	0	0	0	0	0
16:06:06.173946	0.4203686250684386	-0.13523886807155217	0.001	-0.40522842683831684	0	0	0	0	0	0	0	0
16:06:06.184610	0.4203686250684386	-0.13523886807155217	0.001	-0.40676765924204616	0	0	0	0	0	0	0	0
16:06:06.195084	0.4194185798733703	-0.09500451950683053	0.001	-0.4079174105099064	0	0	0	0	0	0	0	0
16:06:06.205216	0.4194185798733703	-0.09500451950683053	0.001	-0.40895068305972515	0	0	0	0	0	0	0	0
16:06:06.215408	0.4194185798733703	-0.09500451950683053	0.001	-0.4098793807860197	0	0	0	0	0	0	0	0
16:06:06.225664	0.4194185798733703	-0.09500451950683053	0.001	-0.4107141681979378	0	0	0	0	0	0	0	0
16:06:06.235845	0.41806765195827483	-0.13509279150954456	0.001	-0.4111337401910582	0	0	0	0	0	0	0	0
16:06:06.245962	0.41806765195827483	-0.13509279150954456	0.001	-0.41151094224811047	0	0	0	0	0	0	0	0
16:06:06.256087	0.41806765195827483	-0.13509279150954456	0.001	-0.4118500523952484	0	0	0	0	0	0	0	0
16:06:06.266896	0.41671821114870117	-0.13494408095736654	0.0010306619560419843	-0.41182456395527467	0	0	0	0	0	0	0	0
16:06:06.277021	0.41671821114870117	-0.13494408095736654	0.0010565683484282569	-0.41180117082943113	0	0	0	0	0	0	0	0
16:06:06.287156	0.41671821114870117	-0.13494408095736654	0.0010781492568573555	-0.4117797033521633	0	0	0	0	0	0	0	0
16:06:06.298474	0.41671821114870117	-0.13494408095736654	0.0010957991624779848	-0.41176000553694436	0	0	0	0	0	0	0	0
16:06:06.308523	0.41677226388914185	0.005405274044067987	0.0010836778228728195	-0.4117551682972298	0	0	0	0	0	0	0	0
16:06:06.318721	0.41677226388914185	0.005405274044067987	0.0010709690520639527	-0.4117507489929544	0	0	0	0	0	0	0	0
16:06:06.328846	0.41677226388914185	0.005405274044067987	0.0010577523113982276	-0.4117467133643622	0	0	0	0	0	0	0	0
16:06:06.339261	0.41677226388914185	0.005405274044067987	0.0010440999982597088	-0.4117430299248035	0	0	0	0	0	0	0	0
16:06:06.349748	0.41677226388914185	0.0	0.001030078028928923	-0.4117396697371696	0	0	0	0	0	0	0	0
16:06:06.359694	0.41677226388914185	0.0	0.001015746374196092	-0.41173660620794905	0	0	0	0	0	0	0	0
16:06:06.369873	0.41677226388914185	0.0	0.0010011595515570747	-0.41173381489833716	0	0	0	0	0	0	0	0
16:06:06.380296	0.4157673734760987	-0.10048904130431358	0.001473523188870458	-0.41148521667899374	0	0	0	0	0	0	0	0
16:06:06.390817	0.4157673734760987	-0.10048904130431358	0.0018965137002141775	-0.4112568318962353	0	0	0	0	0	0	0	0
16:06:06.402082	0.4157673734760987	-0.10048904130431358	0.0022743257267234694	-0.41104703569315504	0	0	0	0	0	0	0	0
16:06:06.412199	0.4157673734760987	-0.10048904130431358	0.0026108146553853713	-0.41085433261291016	0	0	0	0	0	0	0	0
16:06:06.422150	0.41381043473337653	-0.19569387427221807	0.0038589188582311704	-0.41019781852729054	0	0	0	0	0	0	0	0
16:06:06.432941	0.41381043473337653	-0.19569387427221807	0.004976828203142169	-0.40959458133941595	0	0	0	0	0	0	0	0
16:06:06.443022	0.41381043473337653	-0.19569387427221807	0.005975528040918637	-0.40904037463949905	0	0	0	0	0	0	0	0
16:06:06.453367	0.41381043473337653	-0.19569387427221807	0.006865130829620665	-0.4085312830321577	0	0	0	0	0	0	0	0
16:06:06.463813	0.41145667116574464	-0.23537635676318946	0.00879875168184152	-0.4074859736889884	0	0	0	0	0	0	0	0
16:06:06.473963	0.41145667116574464	-0.23537635676318946	0.010526112694888137	-0.40652550443506286	0	0	0	0	0	0	0	0
16:06:06.484641	0.41145667116574464	-0.23537635676318946	0.012064595592097452	-0.40564315892178726	0	0	0	0	0	0	0	0
16:06:06.494987	0.41145667116574464	-0.23537635676318946	0.013430221527601417	-0.40483273415587107	0	0	0	0	0	0	0	0
16:06:06.505729	0.41145667116574464	0.0	0.014637749995765921	-0.4040885041504616	0	0	0	0	0	0	0	0
16:06:06.515755	0.41145667116574464	0.0	0.015700771644576846	-0.4034051856660703	0	0	0	0	0	0	0	0
16:06:06.526550	0.41145667116574464	0.0	0.01663179518054723	-0.4027779060071843	0	0	0	0	0	0	0	0
16:06:06.537279	0.41145667116574464	0.0	0.017442328584985022	-0.40220217282277915	0	0	0	0	0	0	0	0
16:06:06.547308	0.41145667116574464	0.0	0.01814295488390914	-0.40167384584547605	0	0	0	0	0	0	0	0
16:06:06.557454	0.41145667116574464	0.0	0.01874340272857527	-0.40118911049351524	0	0	0	0	0	0	0	0
16:06:06.567616	0.41145667116574464	0.0	0.01925261205178059	-0.4007444532542017	0	0	0	0	0	0	0	0
16:06:06.577919	0.4134140685712887	0.19573974055440702	0.018723621847871543	-0.40081908578597947	0	0	0	0	0	0	0	0
16:06:06.588564	0.4134140685712887	0.19573974055440702	0.018216256637242	-0.40088808645320384	0	0	0	0	0	0	0	0
16:06:06.599074	0.4134140685712887	0.19573974055440702	0.01772919458585124	-0.40095190661808644	0	0	0	0	0	0	0	0
16:06:06.609585	0.41381043473337653	0.03963661620878245	0.01706787636220201	-0.4011086129544701	0	0	0	0	0	0	0	0
16:06:06.619595	0.41381043473337653	0.03963661620878245	0.0164442120575849	-0.40125291486831927	0	0	0	0	0	0	0	0
16:06:06.630489	0.41381043473337653	0.03963661620878245	0.01585546547903252	-0.4013858177867	0	0	0	0	0	0	0	0
16:06:06.640777	0.41381043473337653	0.03963661620878245	0.015299117669475051	-0.401508244779091	0	0	0	0	0	0	0	0
16:06:06.651545	0.41476202860558836	0.09515938722118311	0.014308953124697254	-0.40185535206618894	0	0	0	0	0	0	0	0
