Time	Hip_x	Hip_vel	Hip_omega	Hip_AO	Knee_x	Knee_vel	Knee_omega	Knee_AO	Ankle_x	Ankle_vel	Ankle_omega	Ankle_AO
10:20:34.852646	0	0	0	0	0	0	0	0	0	0	0	0
10:20:34.862763	0	0	0	0	0	0	0	0	0	0	0	0
10:20:34.873519	0	0	0	0	0	0	0	0	0	0	0	0
10:20:34.885141	0	0	0	0	0	0	0	0	0	0	0	0
10:20:34.895851	0	0	0	0	0	0	0	0	0	0	0	0
10:20:34.906075	0	0	0	0	0	0	0	0	0	0	0	0
10:20:34.916948	0	0	0	0	0	0	0	0	0	0	0	0
10:20:34.927139	0	0	0	0	0	0	0	0	0	0	0	0
10:20:34.937275	0	0	0	0	0	0	0	0	0	0	0	0
10:20:34.947526	0	0	0	0	0	0	0	0	0	0	0	0
10:20:34.957734	0	0	0	0	0	0	0	0	0	0	0	0
10:20:34.970302	0	0	0	0	0	0	0	0	0	0	0	0
10:20:34.980416	0	0	0	0	0	0	0	0	0	0	0	0
10:20:34.991162	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.001270	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.011500	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.022865	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.033762	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.048685	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.059181	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.069299	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.079456	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.090090	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.100586	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.111002	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.125968	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.136992	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.147455	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.158034	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.168175	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.178385	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.188632	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.202227	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.212470	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.222639	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.234099	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.244941	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.255321	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.265420	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.275705	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.286358	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.297057	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.307148	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.319189	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.329285	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.339435	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.350448	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.360664	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.370762	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.380855	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.395373	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.405855	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.416114	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.426526	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.436633	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.446762	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.457151	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.467251	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.478114	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.488309	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.498501	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.509439	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.519581	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.530046	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.541628	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.553486	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.564238	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.574588	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.585505	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.596459	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.606955	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.617501	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.630742	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.641433	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.651675	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.661894	0	0	0	0	0	0	0	0	0	0	0	0
10:20:35.672760	0	0	0	0	0	0	0	0	0	0	0	0
