Time	Hip_x	Hip_vel	Hip_omega	Hip_AO	Knee_x	Knee_vel	Knee_omega	Knee_AO	Ankle_x	Ankle_vel	Ankle_omega	Ankle_AO
15:56:03.025384	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.027490	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.038093	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.048264	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.058482	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.069218	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.080127	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.090159	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.100214	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.112571	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.122536	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.132982	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.143860	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.153984	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.164658	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.174659	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.185209	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.195221	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.205345	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.216039	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.226239	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.236410	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.246992	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.258547	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.268677	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.279260	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.289521	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.299877	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.310675	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.321381	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.331868	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.341945	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.352706	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.365068	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.374359	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.384419	0	0	0	0	0	0	0	0	0	0	0	0
15:56:03.395015	0	0	0	0	0	0	0	0	0	0	0	0
