Time;Hip_x;Hip_x_vel;Hip_x_omega;Hip_x_ao;Hip_x_domega;Knee_x;Knee_x_vel;Knee_x_omega;Knee_x_ao;Ankle_x;Ankle_x_vel;Ankle_x_omega;Ankle_x_ao
17:13:22.906768;0.035231979808817364;-0.0633061702493105;3.3697552831670365;2.684540968408715;4.565893564156209;9.185456788291361;0;0;0;-2.1384624535089074;0;0;0
17:13:22.917582;0.035231979808817364;-0.0633061702493105;3.3697552831670365;2.684540968408715;4.565893564156209;9.185456788291361;0;0;0;-2.1384624535089074;0;0;0
17:13:22.927809;0.034205700342535186;-0.029875309389672432;3.5412010284289557;2.888904742882392;4.9908381211190465;9.185456788291361;0;0;0;-2.1968781250437814;0;0;0
17:13:22.940088;0.034205700342535186;-0.029875309389672432;3.5412010284289557;2.888904742882392;4.9908381211190465;9.251789499725362;0;0;0;-2.3136987731778333;0;0;0
17:13:22.950168;0.03174796075220252;-0.1363914214961442;3.6376164934792294;3.001783871545218;5.35054339529873;9.368812780940488;0;0;0;-2.430296782206227;0;0;0
17:13:22.960272;0.030721183437198325;-0.060719848585493015;3.7324411565853906;3.1115035286617747;5.607583165151014;9.368812780940488;0;0;0;-2.430296782206227;0;0;0
17:13:22.973749;0.030721183437198325;-0.060719848585493015;3.7324411565853906;3.1115035286617747;5.607583165151014;9.485808052423835;0;0;0;-2.4884776801635837;0;0;0
17:13:22.983846;0.029694678971672005;-0.06278040997491795;3.827613284029679;-3.062294912066907;5.820671394813681;9.543976457774733;0;0;0;-2.5466460855144817;0;0;0
17:13:22.994205;0.029694678971672005;-0.06278040997491795;3.827613284029679;-3.062294912066907;5.820671394813681;9.60277508051064;0;0;0;-2.6634437702404625;0;0;0
17:13:23.004304;0.028668449409292435;-0.05963362476823585;3.9306702448879753;-2.944015376810828;5.988582242094228;9.661557834985587;0;0;0;-2.7218364786532447;0;0;0
17:13:23.014388;0.02570758148040538;-0.15416503564175277;4.046148734978191;-2.8096794234184905;6.012678028265055;9.661557834985587;0;0;0;-2.7823719270508036;0;0;0
17:13:23.025889;0.02570758148040538;-0.15416503564175277;4.046148734978191;-2.8096794234184905;6.012678028265055;9.720324603925832;0;0;0;-2.8408154847349465;0;0;0
17:13:23.036580;0.023713489105422113;-0.12418539802003697;4.142291746203101;-2.695865606568166;5.987464906639833;9.83723106715479;0;0;0;-2.9574103335788493;0;0;0
17:13:23.047547;0.02235852107675697;-0.08542608185925854;4.235525885890975;-2.5828047660273548;5.878092383404981;9.89596551399859;0;0;0;-3.015844758730907;0;0;0
17:13:23.059692;0.02235852107675697;-0.08542608185925854;4.235525885890975;-2.5828047660273548;5.878092383404981;9.89596551399859;0;0;0;-3.074274436094157;0;0;0
17:13:23.070181;0.02036518358806547;-0.11964301690446888;4.329194688006662;-2.464617586842767;5.6221378158622946;9.954683624681138;0;0;0;-3.1326992447318105;0;0;0
17:13:23.080707;0.018371495025903625;-0.12302253497637841;4.414111103553215;-2.351304825222403;5.2398518504398695;10.012826697436935;0;0;0;-3.1908423174876077;0;0;0
17:13:23.091596;0.018371495025903625;-0.12302253497637841;4.414111103553215;-2.351304825222403;5.2398518504398695;10.071528355485441;0;0;0;-3.249262136523498;0;0;0
17:13:23.101899;0.017346957816577867;-0.06427754099072933;4.490188208383229;-2.2422918269929575;4.772934725704435;10.071528355485441;0;0;0;-3.249262136523498;0;0;0
17:13:23.113070;0.015407325616669278;-0.12192998458470787;4.556507198419807;-2.137163498569496;4.168972567693209;10.071528355485441;0;0;0;-3.249262136523498;0;0;0
17:13:23.123166;0.015407325616669278;-0.12192998458470787;4.556507198419807;-2.137163498569496;4.168972567693209;10.130213444630328;0;0;0;-3.249262136523498;0;0;0
17:13:23.133294;0.012116975932474166;-0.20103754187932282;4.612858220359034;-2.033936027484831;3.4429990792365692;10.188343677707138;0;0;0;-3.307392369600308;0;0;0
17:13:23.144094;0.012116975932474166;0.0;4.655952512355213;-1.9396927642127118;2.7478222856045385;10.25522554627588;0;0;0;-3.307392369600308;0;0;0
17:13:23.157247;0.012116975932474166;0.0;4.655952512355213;-1.9396927642127118;2.7478222856045385;10.25522554627588;0;0;0;-3.365807078220456;0;0;0
17:13:23.167357;0.008685031712206017;-0.1954396013319814;4.690187498652588;-1.8404959822649722;1.9495864862984886;10.372053341579885;0;0;0;-3.423924356239155;0;0;0
17:13:23.177462;0.00766033988002839;-0.056131750002098274;4.711993452379724;-1.7437543571516905;1.194511661684343;10.372053341579885;0;0;0;-3.423924356239155;0;0;0
17:13:23.190525;0.00766033988002839;-0.056131750002098274;4.711993452379724;-1.7437543571516905;1.194511661684343;10.488851098422515;0;0;0;-3.5404380414327363;0;0;0
17:13:23.201239;0.005664344945638649;-0.12148171148299872;4.721439945320647;-1.6615224274440585;0.5749393999971674;10.546942120821313;0;0;0;-3.598529063831535;0;0;0
17:13:23.211759;0.005664344945638649;0.0;4.724200184791317;-1.5858194111475292;0.17541317630634756;10.546942120821313;0;0;0;-3.5401195863775285;0;0;0
17:13:23.223901;0.005664344945638649;0.0;4.724200184791317;-1.5858194111475292;0.17541317630634756;10.488248571718259;0;0;0;-3.5401195863775285;0;0;0
17:13:23.235297;0.005716518420250766;0.0029582209655040757;4.72352237201976;-1.5028417294234693;-0.03843178868982742;10.488248571718259;0;0;0;-3.5401195863775285;0;0;0
