Time;Hip_x;Hip_vel;Hip_omega;Hip_AO;Knee_x;Knee_vel;Knee_omega;Knee_AO;Ankle_x;Ankle_vel;Ankle_omega;Ankle_AO
17:45:23.194580;0.06731174521163;0.0;0.47196125984191895;-1.5378165415519227;0;0;0;0;0;0;0;0
17:45:23.205472;0.06731174521163;0.0;0.47196125984191895;-1.5378165415519227;0;0;0;0;0;0;0;0
17:45:23.215586;0.06731174521163;0.0;0.47196125984191895;-1.5378165415519227;0;0;0;0;0;0;0;0
17:45:23.226258;0.06731174521163;0.0;0.47196125984191895;-1.5378165415519227;0;0;0;0;0;0;0;0
17:45:23.237565;0.06731174521163;0.0;0.5620992183685303;-1.5376682359918306;0;0;0;0;0;0;0;0
17:45:23.247818;0.06731174521163;0.0;0.5620992183685303;-1.5376682359918306;0;0;0;0;0;0;0;0
17:45:23.258439;0.06731174521163;0.0;0.5620992183685303;-1.5376682359918306;0;0;0;0;0;0;0;0
17:45:23.268546;0.06731174521163;0.0;0.5620992183685303;-1.5376682359918306;0;0;0;0;0;0;0;0
17:45:23.278647;0.06731174521163;0.0;0.834108829498291;-1.5375341766046695;0;0;0;0;0;0;0;0
17:45:23.288933;0.06731174521163;0.0;0.834108829498291;-1.5375341766046695;0;0;0;0;0;0;0;0
17:45:23.299045;0.06731174521163;0.0;0.834108829498291;-1.5375341766046695;0;0;0;0;0;0;0;0
17:45:23.315994;0.06731174521163;0.0;0.7890374660491943;-1.5373966844859472;0;0;0;0;0;0;0;0
17:45:23.326784;0.06731174521163;0.0;0.7890374660491943;-1.5373966844859472;0;0;0;0;0;0;0;0
17:45:23.336965;0.06731174521163;0.0;0.7890374660491943;-1.5373966844859472;0;0;0;0;0;0;0;0
17:45:23.347438;0.06731174521163;0.0;0.7890374660491943;-1.5373966844859472;0;0;0;0;0;0;0;0
17:45:23.357537;0.06731174521163;0.0;0.7592427730560303;-1.5372616367461989;0;0;0;0;0;0;0;0
17:45:23.367632;0.06731174521163;0.0;0.7592427730560303;-1.5372616367461989;0;0;0;0;0;0;0;0
17:45:23.377849;0.06731174521163;0.0;0.7592427730560303;-1.5372616367461989;0;0;0;0;0;0;0;0
17:45:23.387946;0.06731174521163;0.0;0.8392150402069092;-1.5372616367461989;0;0;0;0;0;0;0;0
17:45:23.398745;0.06731174521163;0.0;0.8392150402069092;-1.5371321873233468;0;0;0;0;0;0;0;0
17:45:23.409452;0.06731174521163;0.0;0.8392150402069092;-1.5371321873233468;0;0;0;0;0;0;0;0
17:45:23.419634;0.06731174521163;0.0;0.8392150402069092;-1.5371321873233468;0;0;0;0;0;0;0;0
17:45:23.430107;0.06832444466836932;0.10126994567393188;0.7888469696044922;-1.5371321873233468;0;0;0;0;0;0;0;0
17:45:23.440464;0.06832444466836932;0.10126994567393188;0.7888469696044922;-1.5372405001514533;0;0;0;0;0;0;0;0
17:45:23.451293;0.06832444466836932;0.10126994567393188;0.7888469696044922;-1.5372405001514533;0;0;0;0;0;0;0;0
17:45:23.463026;0.06832444466836932;0.10126994567393188;0.7888469696044922;-1.5372405001514533;0;0;0;0;0;0;0;0
17:45:23.473435;0.06832444466836932;0.0;1.0056705474853516;-1.5373192848765713;0;0;0;0;0;0;0;0
17:45:23.484308;0.06832444466836932;0.0;1.0056705474853516;-1.5373192848765713;0;0;0;0;0;0;0;0
17:45:23.494416;0.06832444466836932;0.0;1.0056705474853516;-1.5373192848765713;0;0;0;0;0;0;0;0
17:45:23.510225;0.06952493961534023;0.12004949469709147;0.8094737529754639;-1.5376475032895547;0;0;0;0;0;0;0;0
17:45:23.520335;0.06952493961534023;0.12004949469709147;0.8094737529754639;-1.5376475032895547;0;0;0;0;0;0;0;0
17:45:23.531079;0.06952493961534023;0.12004949469709147;0.8094737529754639;-1.5376475032895547;0;0;0;0;0;0;0;0
17:45:23.541321;0.06952493961534023;0.12004949469709147;0.8094737529754639;-1.5376475032895547;0;0;0;0;0;0;0;0
17:45:23.551709;0.06952493961534023;0.0;0.8672730922698975;-1.5379155763423356;0;0;0;0;0;0;0;0
17:45:23.562566;0.06952493961534023;0.0;0.8672730922698975;-1.5379155763423356;0;0;0;0;0;0;0;0
17:45:23.572655;0.06952493961534023;0.0;0.8672730922698975;-1.5379155763423356;0;0;0;0;0;0;0;0
17:45:23.587490;0.0705398390175792;0.1014899402238964;0.6621994972229004;-1.5383702329538709;0;0;0;0;0;0;0;0
17:45:23.597588;0.0705398390175792;0.1014899402238964;0.6621994972229004;-1.5383702329538709;0;0;0;0;0;0;0;0
17:45:23.607720;0.0705398390175792;0.1014899402238964;0.6621994972229004;-1.5383702329538709;0;0;0;0;0;0;0;0
17:45:23.618618;0.0705398390175792;0.1014899402238964;0.6621994972229004;-1.5383702329538709;0;0;0;0;0;0;0;0
17:45:23.629358;0.07155220383878834;0.1012364821209144;0.6595587730407715;-1.5389288630642257;0;0;0;0;0;0;0;0
17:45:23.639458;0.07155220383878834;0.1012364821209144;0.6595587730407715;-1.5389288630642257;0;0;0;0;0;0;0;0
17:45:23.649556;0.07155220383878834;0.1012364821209144;0.6595587730407715;-1.5389288630642257;0;0;0;0;0;0;0;0
17:45:23.664216;0.07155220383878834;0.0;0.6389188766479492;-1.5393656054057336;0;0;0;0;0;0;0;0
17:45:23.674823;0.07155220383878834;0.0;0.6389188766479492;-1.5393656054057336;0;0;0;0;0;0;0;0
17:45:23.684928;0.07155220383878834;0.0;0.6389188766479492;-1.5393656054057336;0;0;0;0;0;0;0;0
17:45:23.695031;0.07155220383878834;0.0;0.6389188766479492;-1.5393656054057336;0;0;0;0;0;0;0;0
17:45:23.710749;0.07256423211622808;0.1012028277439736;0.557274341583252;-1.5399012586145346;0;0;0;0;0;0;0;0
17:45:23.721534;0.07256423211622808;0.1012028277439736;0.557274341583252;-1.5399012586145346;0;0;0;0;0;0;0;0
17:45:23.731810;0.07256423211622808;0.1012028277439736;0.557274341583252;-1.5399012586145346;0;0;0;0;0;0;0;0
17:45:23.741940;0.07256423211622808;0.0;0.6423394680023193;-1.5403090116477287;0;0;0;0;0;0;0;0
17:45:23.752624;0.07256423211622808;0.0;0.6423394680023193;-1.5403090116477287;0;0;0;0;0;0;0;0
17:45:23.763251;0.07256423211622808;0.0;0.6423394680023193;-1.5403090116477287;0;0;0;0;0;0;0;0
17:45:23.780337;0.07171674289791378;-0.08474892183142901;0.5541067123413086;-1.5404434391817814;0;0;0;0;0;0;0;0
17:45:23.791112;0.07171674289791378;-0.08474892183142901;0.5541067123413086;-1.5404434391817814;0;0;0;0;0;0;0;0
17:45:23.801446;0.07171674289791378;-0.08474892183142901;0.5541067123413086;-1.5404434391817814;0;0;0;0;0;0;0;0
17:45:23.812024;0.07171674289791378;-0.08474892183142901;0.5541067123413086;-1.5404434391817814;0;0;0;0;0;0;0;0
17:45:23.822176;0.07051624795094287;-0.12004949469709147;0.7022387981414795;-1.540296399798918;0;0;0;0;0;0;0;0
17:45:23.832879;0.07051624795094287;-0.12004949469709147;0.7022387981414795;-1.540296399798918;0;0;0;0;0;0;0;0
17:45:23.843468;0.07051624795094287;-0.12004949469709147;0.7022387981414795;-1.540296399798918;0;0;0;0;0;0;0;0
17:45:23.856390;0.07051624795094287;0.0;0.7044239044189453;-1.5401714157400397;0;0;0;0;0;0;0;0
17:45:23.866549;0.07051624795094287;0.0;0.7044239044189453;-1.5401714157400397;0;0;0;0;0;0;0;0
17:45:23.876752;0.07051624795094287;0.0;0.7044239044189453;-1.5401714157400397;0;0;0;0;0;0;0;0
17:45:23.886846;0.07051624795094287;0.0;0.7044239044189453;-1.5401714157400397;0;0;0;0;0;0;0;0
17:45:23.897614;0.06950158999650125;-0.10146579544416251;0.7254328727722168;-1.5398431027940571;0;0;0;0;0;0;0;0
17:45:23.907758;0.06950158999650125;-0.10146579544416251;0.7254328727722168;-1.5398431027940571;0;0;0;0;0;0;0;0
17:45:23.919101;0.06950158999650125;-0.10146579544416251;0.7254328727722168;-1.5398431027940571;0;0;0;0;0;0;0;0
17:45:23.929207;0.06950158999650125;0.0;0.7126033306121826;-1.5398431027940571;0;0;0;0;0;0;0;0
17:45:23.940104;0.06950158999650125;0.0;0.7126033306121826;-1.5395534018827552;0;0;0;0;0;0;0;0
17:45:23.950724;0.06950158999650125;0.0;0.7126033306121826;-1.5395534018827552;0;0;0;0;0;0;0;0
17:45:23.961583;0.06950158999650125;0.0;0.7126033306121826;-1.5395534018827552;0;0;0;0;0;0;0;0
17:45:23.972005;0.06950158999650125;0.0;0.7093541622161865;-1.5392840622797435;0;0;0;0;0;0;0;0
17:45:23.982813;0.06950158999650125;0.0;0.7093541622161865;-1.5392840622797435;0;0;0;0;0;0;0;0
17:45:23.993496;0.06950158999650125;0.0;0.7093541622161865;-1.5392840622797435;0;0;0;0;0;0;0;0
17:45:24.008710;0.06950158999650125;0.0;0.7017667293548584;-1.53904462585073;0;0;0;0;0;0;0;0
17:45:24.018979;0.06950158999650125;0.0;0.7017667293548584;-1.53904462585073;0;0;0;0;0;0;0;0
17:45:24.029261;0.06950158999650125;0.0;0.7017667293548584;-1.53904462585073;0;0;0;0;0;0;0;0
17:45:24.039367;0.06950158999650125;0.0;0.7017667293548584;-1.53904462585073;0;0;0;0;0;0;0;0
17:45:24.050125;0.06950158999650125;0.0;0.7091350555419922;-1.538816168105531;0;0;0;0;0;0;0;0
17:45:24.060267;0.06950158999650125;0.0;0.7091350555419922;-1.538816168105531;0;0;0;0;0;0;0;0
17:45:24.070814;0.06950158999650125;0.0;0.7091350555419922;-1.538816168105531;0;0;0;0;0;0;0;0
17:45:24.080965;0.06950158999650125;0.0;0.7091350555419922;-1.538816168105531;0;0;0;0;0;0;0;0
17:45:24.091078;0.06848655851097128;-0.1015031485529963;0.7570328712463379;-1.538372842070479;0;0;0;0;0;0;0;0
17:45:24.101188;0.06848655851097128;-0.1015031485529963;0.7570328712463379;-1.538372842070479;0;0;0;0;0;0;0;0
17:45:24.113839;0.06848655851097128;-0.1015031485529963;0.7570328712463379;-1.538372842070479;0;0;0;0;0;0;0;0
17:45:24.126304;0.06747353288250275;-0.1013025628468528;0.8698573112487793;-1.5377430960213205;0;0;0;0;0;0;0;0
17:45:24.136908;0.06747353288250275;-0.1013025628468528;0.8698573112487793;-1.5377430960213205;0;0;0;0;0;0;0;0
17:45:24.147581;0.06747353288250275;-0.1013025628468528;0.8698573112487793;-1.5377430960213205;0;0;0;0;0;0;0;0
17:45:24.158854;0.06747353288250275;-0.1013025628468528;0.8698573112487793;-1.5377430960213205;0;0;0;0;0;0;0;0
17:45:24.169407;0.06747353288250275;0.0;0.8741340637207031;-1.5371741508814907;0;0;0;0;0;0;0;0
17:45:24.180042;0.06747353288250275;0.0;0.8741340637207031;-1.5371741508814907;0;0;0;0;0;0;0;0
17:45:24.190798;0.06747353288250275;0.0;0.8741340637207031;-1.5371741508814907;0;0;0;0;0;0;0;0
17:45:24.208182;0.06747353288250275;0.0;0.8594183921813965;-1.5366295919269737;0;0;0;0;0;0;0;0
17:45:24.218381;0.06747353288250275;0.0;0.8594183921813965;-1.5366295919269737;0;0;0;0;0;0;0;0
17:45:24.230652;0.06747353288250275;0.0;0.8594183921813965;-1.5366295919269737;0;0;0;0;0;0;0;0
17:45:24.240954;0.06747353288250275;0.0;0.8594183921813965;-1.5366295919269737;0;0;0;0;0;0;0;0
17:45:24.252090;0.06747353288250275;0.0;0.8497428894042969;-1.5361000488283452;0;0;0;0;0;0;0;0
17:45:24.262254;0.06747353288250275;0.0;0.8497428894042969;-1.5361000488283452;0;0;0;0;0;0;0;0
17:45:24.274773;0.06747353288250275;0.0;0.8497428894042969;-1.5361000488283452;0;0;0;0;0;0;0;0
17:45:24.287148;0.06629171691938858;-0.11818159631141745;0.8282244205474854;-1.5361000488283452;0;0;0;0;0;0;0;0
17:45:24.297905;0.06629171691938858;-0.11818159631141745;0.8282244205474854;-1.5353180299946159;0;0;0;0;0;0;0;0
17:45:24.308760;0.06629171691938858;-0.11818159631141745;0.8282244205474854;-1.5353180299946159;0;0;0;0;0;0;0;0
17:45:24.318861;0.06629171691938858;-0.11818159631141745;0.8282244205474854;-1.5353180299946159;0;0;0;0;0;0;0;0
17:45:24.333489;0.06527935209817895;-0.10123648212096298;0.8107607364654541;-1.5342397671240606;0;0;0;0;0;0;0;0
17:45:24.344429;0.06527935209817895;-0.10123648212096298;0.8107607364654541;-1.5342397671240606;0;0;0;0;0;0;0;0
17:45:24.355052;0.06527935209817895;-0.10123648212096298;0.8107607364654541;-1.5342397671240606;0;0;0;0;0;0;0;0
17:45:24.366020;0.06527935209817895;-0.10123648212096298;0.8107607364654541;-1.5342397671240606;0;0;0;0;0;0;0;0
17:45:24.376179;0.06527935209817895;0.0;0.7897636890411377;-1.5333392547816374;0;0;0;0;0;0;0;0
17:45:24.386903;0.06527935209817895;0.0;0.7897636890411377;-1.5333392547816374;0;0;0;0;0;0;0;0
17:45:24.397720;0.06527935209817895;0.0;0.7897636890411377;-1.5333392547816374;0;0;0;0;0;0;0;0
17:45:24.412743;0.06527935209817895;0.0;0.6789445877075195;-1.532515654781216;0;0;0;0;0;0;0;0
17:45:24.423329;0.06527935209817895;0.0;0.6789445877075195;-1.532515654781216;0;0;0;0;0;0;0;0
17:45:24.433967;0.06527935209817895;0.0;0.6789445877075195;-1.532515654781216;0;0;0;0;0;0;0;0
17:45:24.444073;0.06527935209817895;0.0;0.6789445877075195;-1.532515654781216;0;0;0;0;0;0;0;0
17:45:24.455458;0.06527935209817895;0.0;0.6586675643920898;-1.5317494883174527;0;0;0;0;0;0;0;0
17:45:24.466301;0.06527935209817895;0.0;0.6586675643920898;-1.5317494883174527;0;0;0;0;0;0;0;0
17:45:24.476394;0.06527935209817895;0.0;0.6586675643920898;-1.5317494883174527;0;0;0;0;0;0;0;0
17:45:24.490749;0.06426357921411845;-0.10157728840605035;0.6360299587249756;-1.5307223554369287;0;0;0;0;0;0;0;0
17:45:24.500861;0.06426357921411845;-0.10157728840605035;0.6360299587249756;-1.5307223554369287;0;0;0;0;0;0;0;0
17:45:24.511369;0.06426357921411845;-0.10157728840605035;0.6360299587249756;-1.5307223554369287;0;0;0;0;0;0;0;0
17:45:24.521464;0.06426357921411845;-0.10157728840605035;0.6360299587249756;-1.5307223554369287;0;0;0;0;0;0;0;0
17:45:24.532213;0.06324743847149211;-0.10161407426263341;0.7051806449890137;-1.5294406296316172;0;0;0;0;0;0;0;0
17:45:24.542311;0.06324743847149211;-0.10161407426263341;0.7051806449890137;-1.5294406296316172;0;0;0;0;0;0;0;0
17:45:24.552748;0.06324743847149211;-0.10161407426263341;0.7051806449890137;-1.5294406296316172;0;0;0;0;0;0;0;0
17:45:24.563054;0.06324743847149211;-0.10161407426263341;0.7051806449890137;-1.5294406296316172;0;0;0;0;0;0;0;0
17:45:24.574494;0.06324743847149211;0.0;0.647944450378418;-1.5282557170995563;0;0;0;0;0;0;0;0
17:45:24.585339;0.06324743847149211;0.0;0.647944450378418;-1.5282557170995563;0;0;0;0;0;0;0;0
17:45:24.595935;0.06324743847149211;0.0;0.647944450378418;-1.5282557170995563;0;0;0;0;0;0;0;0
17:45:24.612273;0.061218232313248876;-0.20292061582432366;0.6325128078460693;-1.5264760255792122;0;0;0;0;0;0;0;0
17:45:24.624745;0.061218232313248876;-0.20292061582432366;0.6325128078460693;-1.5264760255792122;0;0;0;0;0;0;0;0
17:45:24.634837;0.061218232313248876;-0.20292061582432366;0.6325128078460693;-1.5264760255792122;0;0;0;0;0;0;0;0
17:45:24.645829;0.061218232313248876;-0.20292061582432366;0.6325128078460693;-1.5264760255792122;0;0;0;0;0;0;0;0
17:45:24.656685;0.06020136155694866;-0.1016870756300213;0.6438744068145752;-1.5243107226141746;0;0;0;0;0;0;0;0
17:45:24.666777;0.06020136155694866;-0.1016870756300213;0.6438744068145752;-1.5243107226141746;0;0;0;0;0;0;0;0
17:45:24.676868;0.06020136155694866;-0.1016870756300213;0.6438744068145752;-1.5243107226141746;0;0;0;0;0;0;0;0
