Time;Hip_x;Hip_vel;Hip_omega;Hip_AO;target_cos;target_sin;target_omega;filter_hip_x;filter_hip_vel
17:22:58.282222;-0.0186932001790468;13.784028196069766;4.423774719238281;-0.7810688216637125;-0.7401768056152084;0.6724122964589999;3.872660938400881;0.0850812370410883;0.9912444789837117
17:22:58.292319;-0.0186932001790468;13.784028196069766;4.423774719238281;-0.8146904030700632;-0.759687084583285;0.6502888077749368;3.884407061701008;0.089222231697253;1.2054555859646752
17:22:58.302410;-0.0186932001790468;13.784028196069766;4.423774719238281;-0.8146904030700632;-0.7785363600188893;0.6275995029702768;3.8960943055405433;0.0941717782685217;1.4557446192574184
17:22:58.312495;-0.0186932001790468;13.784028196069766;4.423774719238281;-0.8146904030700632;-0.7967082311724226;0.6043641240031622;3.907722136855209;0.1000623292449648;1.7443945587372487
17:22:58.323711;0.1001665036658597;11.88597038449066;4.411149501800537;-0.8753461582105508;-0.8141868867035741;0.5806028879707208;3.92059162956241;0.1070131176391872;2.0731706012255815
17:22:58.334305;0.1001665036658597;11.88597038449066;4.411149501800537;-0.8753461582105508;-0.8309571184387636;0.5563364695181743;3.932686365606445;0.115122497717256;2.4419962044986994
17:22:58.344430;0.1001665036658597;11.88597038449066;4.411149501800537;-0.8753461582105508;-0.8470043346037696;0.5315859828498355;3.944189545688807;0.1244715754736575;2.8480305083207407
17:22:58.354791;0.1001665036658597;11.88597038449066;4.411149501800537;-0.8753461582105508;-0.8623145725200276;0.5063729633576441;3.955903399170004;0.1351149243707072;3.285435151877178
17:22:58.365713;0.1806532143693655;8.048671070350586;4.386163234710693;-0.9344135612632734;-0.876874510753554;0.4807193488832287;3.968187845016772;0.1470623867672158;3.7455652790503033
17:22:58.375828;0.1806532143693655;8.048671070350586;4.386163234710693;-0.9344135612632734;-0.8906714807059215;0.4546474606297954;3.9795056711192873;0.1602738582244691;4.216981342214875
17:22:58.385936;0.1806532143693655;8.048671070350586;4.386163234710693;-0.9344135612632734;-0.903693477637204;0.428179983740455;3.990758386564208;0.1746650566717431;4.68547482701189
17:22:58.396127;0.1806532143693655;8.048671070350586;4.386163234710693;-0.9344135612632734;-0.915929171111296;0.4013399475598887;4.002044897019192;0.1901069712296868;5.134795723853471
17:22:58.407361;0.2659744925092001;8.532127813983456;4.404667854309082;-0.9943526070479044;-0.9273679148545244;0.3741507055965166;4.014417570824365;0.2064221660003028;5.547996372177131
17:22:58.418584;0.2659744925092001;8.532127813983456;4.404667854309082;-0.9943526070479044;-0.9379997560189676;0.3466359152026194;4.026705086323067;0.223394033510521;5.908807954583317
17:22:58.429454;0.2659744925092001;8.532127813983456;4.404667854309082;-0.9943526070479044;-0.947815443842424;0.3188195169900812;4.038535707268936;0.2407840896712537;6.2027546975708105
17:22:58.442444;0.3363696944602058;7.039520195100568;4.47898530960083;-0.9943526070479044;-0.956806437697501;0.2907257139996705;4.052581701273917;0.2583421643885301;6.417860292791728
17:22:58.452878;0.3363696944602058;7.039520195100568;4.47898530960083;-1.0511281693875851;-0.96496491452281;0.2623789506419793;4.063790528984922;0.2758139250417958;6.544874198307147
17:22:58.463419;0.3363696944602058;7.039520195100568;4.47898530960083;-1.0511281693875851;-0.972283775629811;0.2338038914283491;4.075047156292976;0.2929505981875214;6.577254179692963
17:22:58.474140;0.3363696944602058;7.039520195100568;4.47898530960083;-1.0511281693875851;-0.9787566528793804;0.2050253995102855;4.08642604271147;0.3095112939958401;6.511241725061529
17:22:58.485007;0.3999075604324845;6.353786597227873;4.597711563110352;-1.0511281693875851;-0.9843779142227256;0.1760685150460366;4.097887121694531;0.3252602998904846;6.3459980197050845
17:22:58.495472;0.3999075604324845;6.353786597227873;4.597711563110352;-1.104649870519598;-0.9891426686018304;0.1469584334131573;4.108854253527545;0.3399728246948169;6.083553351999703
17:22:58.505589;0.3999075604324845;6.353786597227873;4.597711563110352;-1.104649870519598;-0.9930467702051629;0.1177204832860212;4.11939075700268;0.3534461305891213;5.728572838607561
17:22:58.515755;0.3999075604324845;6.353786597227873;4.597711563110352;-1.104649870519598;-0.9960868220749448;0.0883801045973423;4.129912360833488;0.3655025504980438;5.288104015945776
17:22:58.529904;0.4519356833368751;5.2028122904390575;4.717334270477295;-1.152831156240655;-0.998260179062844;0.0589628264029003;4.144445081330546;0.3759865081260594;4.771279812155792
17:22:58.540229;0.4519356833368751;5.2028122904390575;4.717334270477295;-1.152831156240655;-0.999564950131517;0.0294942446687143;4.154967523477141;0.3847675800706065;4.188830271642867
17:22:58.550368;0.4519356833368751;5.2028122904390575;4.717334270477295;-1.152831156240655;-1.0;1.2246467991473532e-16;4.165231880725207;0.3917475603617524;3.5525021583156495
17:22:58.561189;0.4519356833368751;5.2028122904390575;4.717334270477295;-1.152831156240655;-1.0;-1.2246467991473532e-16;4.717334270477295;0.3968605656640382;2.8746367290915544
17:22:58.571515;0.4692570572717171;1.732137393484201;4.800631523132324;-1.1890191852240155;-0.9987764162142612;-0.0494537199227392;4.800631523132324;0.4000669566076941;2.167767286543136
17:22:58.581604;0.4692570572717171;1.732137393484201;4.800631523132324;-1.1890191852240155;-0.9951086591716066;-0.098786418305794;4.800631523132324;0.4013494007924322;1.4438606029709793
17:22:58.591696;0.4692570572717171;1.732137393484201;4.800631523132324;-1.1890191852240155;-0.9890057044881309;-0.1478773697694689;4.800631523132324;0.4007119114566134;0.7134848950656266
17:22:58.602895;0.4692570572717171;1.732137393484201;4.800631523132324;-1.1890191852240155;-0.9804824871166252;-0.1966064405292886;4.800631523132324;0.3981777819055779;-0.014412188453906431
17:22:58.613127;0.4463022453883383;-2.295481188337878;5.072766304016113;-1.2069542447284682;-0.9695598647982464;-0.2448543823835014;5.072766304016113;0.3937851094336976;-0.7323283845012795
17:22:58.624262;0.4463022453883383;-2.295481188337878;5.072766304016113;-1.2069542447284682;-0.9562645670201276;-0.2925031245334108;5.072766304016113;0.3875805270786748;-1.4344096224137115
17:22:58.634406;0.4463022453883383;-2.295481188337878;5.072766304016113;-1.2069542447284682;-0.9406291296038438;-0.3394360625224066;5.072766304016113;0.3796139178590413;-2.116840947422193
17:22:58.644548;0.4463022453883383;-2.295481188337878;5.072766304016113;-1.2069542447284682;-0.9226918150848066;-0.3855383435866075;5.072766304016113;0.3699380302738594;-2.7776295432018374
17:22:58.654644;0.4060585913071637;-4.024365408117464;5.117015361785889;-1.2102232433035631;-0.902496519077426;-0.4306971477188222;5.117015361785889;0.3586105310547739;-3.415899080350153
17:22:58.664956;0.4060585913071637;-4.024365408117464;5.117015361785889;-1.2102232433035631;-0.8800926628551884;-0.4748019637580111;5.117015361785889;0.3456921092398261;-4.031398831882352
17:22:58.675045;0.4060585913071637;-4.024365408117464;5.117015361785889;-1.2102232433035631;-0.8555350724085159;-0.5177448598286181;5.117015361785889;0.3312429010332359;-4.624280626527184
17:22:58.685191;0.4060585913071637;-4.024365408117464;5.117015361785889;-1.2102232433035631;-0.8288838442763837;-0.5594207474679533;5.117015361785889;0.3153248929012425;-5.194771853891079
17:22:58.696511;0.3717103780878297;-3.434821321933401;5.214600086212158;-1.2040703779603523;-0.8002041984800171;-0.5997276387952729;5.214600086212158;0.2980081872914338;-5.742711296873484
17:22:58.706709;0.3717103780878297;-3.434821321933401;5.214600086212158;-1.2040703779603523;-0.7695663189185699;-0.6385668960932144;5.214600086212158;0.2793728657104953;-6.2671368908989855
17:22:58.717494;0.3717103780878297;-3.434821321933401;5.214600086212158;-1.2040703779603523;-0.7370451816173638;-0.6758434731908175;5.214600086212158;0.2595074766015234;-6.766050356929515
17:22:58.727611;0.3717103780878297;-3.434821321933401;5.214600086212158;-1.2040703779603523;-0.70272037124899;-0.7114661480574334;5.214600086212158;0.2385110952913755;-7.236430085540089
17:22:58.738422;0.3849547411333689;1.324436304553922;5.3764495849609375;-1.2023357809044235;-0.6666758863762791;-0.7453477460383191;5.3764495849609375;0.216499311234214;-7.674245204941741
17:22:58.748964;0.3849547411333689;1.324436304553922;5.3764495849609375;-1.2023357809044235;-0.6289999338937425;-0.7774053531856258;5.3764495849609375;0.1936101804998632;-8.074040233245626
17:22:58.759626;0.3849547411333689;1.324436304553922;5.3764495849609375;-1.2023357809044235;-0.5897847131705194;-0.8075605191627239;5.3764495849609375;0.1700072701861409;-8.428479868025818
17:22:58.772463;0.4267951563004211;4.184041516705217;5.160372257232666;-1.2023357809044235;-0.5491261904230722;-0.8357394492253215;5.160372257232666;0.1458796447507271;-8.728618368821115
17:22:58.782571;0.4267951563004211;4.184041516705217;5.160372257232666;-1.2112852435339398;-0.5071238638697732;-0.8618731848095703;5.160372257232666;0.1214423304942424;-8.964604706645366
17:22:58.794134;0.4267951563004211;4.184041516705217;5.160372257232666;-1.2112852435339398;-0.4638805202420892;-0.8858977722852274;5.160372257232666;0.0969358480287996;-9.126355647712492
17:22:58.804259;0.4267951563004211;4.184041516705217;5.160372257232666;-1.2112852435339398;-0.4195019832482288;-0.907754419460904;5.160372257232666;0.0726181409906442;-9.20444991971596
17:22:58.814519;0.4542571845457986;2.746202824537752;5.321470737457275;-1.2112852435339398;-0.3740968546047931;-0.9273896394584104;5.321470737457275;0.0487511790641483;-9.19127585878145
17:22:58.824653;0.4542571845457986;2.746202824537752;5.321470737457275;-1.2244894751420825;-0.3277762482701766;-0.94475538160411;5.321470737457275;0.0255907022756146;-9.082116636587868
17:22:58.834883;0.4542571845457986;2.746202824537752;5.321470737457275;-1.2244894751420825;-0.280653518530093;-0.9598091490169692;5.321470737457275;0.0033792006709469;-8.875897660098628
17:22:58.845353;0.4542571845457986;2.746202824537752;5.321470737457275;-1.2244894751420825;-0.2328439826006412;-0.9725141026055468;5.321470737457275;-0.0176631882723247;-8.575373074918813
17:22:58.855603;0.483197688134375;2.8940503588576414;5.3818182945251465;-1.2244894751420825;-0.1844646384277558;-0.9828391512194238;5.3818182945251465;-0.037348308056975;-8.186822635191106
17:22:58.866434;0.483197688134375;2.8940503588576414;5.3818182945251465;-1.2402082706444624;-0.1356338783736254;-0.990759027734458;5.3818182945251465;-0.0555242819660552;-7.719519519489175
17:22:58.876853;0.483197688134375;2.8940503588576414;5.3818182945251465;-1.2402082706444624;-0.0864711994907456;-0.996254350885672;5.3818182945251465;-0.0720758666111103;-7.1851166805280755
17:22:58.887182;0.483197688134375;2.8940503588576414;5.3818182945251465;-1.2402082706444624;-0.0370969110926051;-0.9993116726964552;5.3818182945251465;-0.0869268214245651;-6.597016115419862
17:22:58.897584;0.4529860691632373;-3.0211618971137666;5.972509384155273;-1.2402082706444624;0.012368159663363;-0.9999235113880168;5.972509384155273;-0.1000455065451364;-5.969998241258299
17:22:58.907855;0.4529860691632373;-3.0211618971137666;5.972509384155273;-1.2445844852959915;0.061802963460084;-0.998088369688552;5.972509384155273;-0.1114517230990814;-5.320498846080351
17:22:58.918780;0.4529860691632373;-3.0211618971137666;5.972509384155273;-1.2445844852959915;0.1110865250488046;-0.9938107384973164;5.972509384155273;-0.1212206850904632;-4.666984820243638
17:22:58.928963;0.4529860691632373;-3.0211618971137666;5.972509384155273;-1.2445844852959915;0.1600982392957974;-0.987101085894644;5.972509384155273;-0.1294790232351547;-4.029323456308685
17:22:58.940317;0.4419808270051144;-1.1005242158122983;5.67795467376709;-1.2455288412480066;0.2087181663233352;-0.9779758315248004;5.67795467376709;-0.1363944568322388;-3.4271886706663532
17:22:58.950479;0.4419808270051144;-1.1005242158122983;5.67795467376709;-1.2455288412480066;0.256827325022668;-0.9664573064143605;5.67795467376709;-0.1421650452677852;-2.8782949700081413
17:22:58.960589;0.4419808270051144;-1.1005242158122983;5.67795467376709;-1.2455288412480066;0.3043079842207362;-0.9525736983244456;5.67795467376709;-0.1470092924936808;-2.3969986768091824
17:22:58.971119;0.4419808270051144;-1.1005242158122983;5.67795467376709;-1.2455288412480066;0.3510439507880776;-0.9363589827705492;5.67795467376709;-0.151155295409831;-1.9935965766139137
17:22:58.981382;0.3495982361528665;-9.23825908522478;5.15149450302124;-1.2455288412480066;0.3969208539828873;-0.917852839878755;5.15149450302124;-0.1548332227084718;-1.6745881076133418
17:22:58.991494;0.3495982361528665;-9.23825908522478;5.15149450302124;-1.225041701357032;0.4418264253353867;-0.897100557281821;5.15149450302124;-0.1582789275394762;-1.444091285874428
17:22:59.001597;0.3495982361528665;-9.23825908522478;5.15149450302124;-1.225041701357032;0.4856507733875838;-0.8741529192927526;5.15149450302124;-0.1617406383300916;-1.3054804022318485
17:22:59.011695;0.3495982361528665;-9.23825908522478;5.15149450302124;-1.225041701357032;0.5282866526160839;-0.8490660826270786;5.15149450302124;-0.1654711257953615;-1.2616670402902872
17:22:59.022165;0.2927321302401869;-5.68661059126796;5.455645084381104;-1.225041701357032;0.569629725879857;-0.8219014389779585;5.455645084381104;-0.169709338311581;-1.3139957038868841
17:22:59.032381;0.2927321302401869;-5.68661059126796;5.455645084381104;-1.1926863490821695;0.6095788197507079;-0.7927254647804206;5.455645084381104;-0.1746691736474882;-1.4607411242971073
17:22:59.043352;0.2927321302401869;-5.68661059126796;5.455645084381104;-1.1926863490821695;0.6480361721016054;-0.7616095585323878;5.455645084381104;-0.1805352767970406;-1.6960022705567441
17:22:59.053489;0.2927321302401869;-5.68661059126796;5.455645084381104;-1.1926863490821695;0.6849076713469913;-0.7286298660705872;5.455645084381104;-0.187454274121439;-2.0095946381078926
17:22:59.064120;0.2449211571976865;-4.781097304250043;4.461178779602051;-1.1926863490821695;0.7201030867496004;-0.6938670942289289;4.461178779602051;-0.1955236855918248;-2.3877660153268914
17:22:59.075064;0.2449211571976865;-4.781097304250043;4.461178779602051;-1.150149299031046;0.7535362892301956;-0.6574063133353582;4.461178779602051;-0.2047894874616793;-2.8140662856782748
17:22:59.085171;0.2449211571976865;-4.781097304250043;4.461178779602051;-1.150149299031046;0.785125462139855;-0.6193367490305085;4.461178779602051;-0.2152503437211757;-3.270184147048527
17:22:59.095272;0.2449211571976865;-4.781097304250043;4.461178779602051;-1.150149299031046;0.8147933014790243;-0.5797515639176075;4.461178779602051;-0.2268582923620683;-3.7368882592873462
17:22:59.105502;0.1812696813142462;-6.3651475883440245;4.562417984008789;-1.150149299031046;0.8424672050733575;-0.5387476295779736;4.562417984008789;-0.2395183496202627;-4.195094807992685
17:22:59.116058;0.1812696813142462;-6.3651475883440245;4.562417984008789;-1.0877318061157446;0.8680794502434017;-0.4964252895100262;4.562417984008789;-0.2530974378941658;-4.6270046076612275
17:22:59.126150;0.1812696813142462;-6.3651475883440245;4.562417984008789;-1.0877318061157446;0.8915673595333444;-0.4528881135719286;4.562417984008789;-0.2674384719227404;-5.017091103929474
17:22:59.136241;0.1812696813142462;-6.3651475883440245;4.562417984008789;-1.0877318061157446;0.9128734540932492;-0.4082426445287905;4.562417984008789;-0.2823663577426184;-5.352635825353893
17:22:59.146469;0.1145568448522532;-6.671283646199306;6.011176109313965;-1.0877318061157446;0.9319455943394346;-0.362598137324667;6.011176109313965;-0.2976888250772063;-5.623856713406159
17:22:59.157108;0.1145568448522532;-6.671283646199306;6.011176109313965;-1.0037827018441483;0.9487371075487712;-0.3160662917174044;6.011176109313965;-0.3132052057898693;-5.8238996958824565
17:22:59.169258;0.1145568448522532;-6.671283646199306;6.011176109313965;-1.0037827018441483;0.9632069020746572;-0.2687609789306139;6.011176109313965;-0.3287197671980075;-5.948770600263412
17:22:59.179787;0.1145568448522532;-6.671283646199306;6.011176109313965;-1.0037827018441483;0.9753195679051626;-0.2207979629917063;6.011176109313965;-0.3440458314863071;-5.997154767890667
17:22:59.190400;0.0572571628583394;-5.729968199391376;5.985829830169678;-0.8930398931402586;0.9850454633172632;-0.1722946174379166;5.985829830169678;-0.359003343638887;-5.970098256990398
17:22:59.201088;0.0572571628583394;-5.729968199391376;5.985829830169678;-0.8930398931402586;0.992360787415103;-0.1233696380835928;5.985829830169678;-0.3734229546038058;-5.870545783349038
17:22:59.211191;0.0572571628583394;-5.729968199391376;5.985829830169678;-0.8930398931402586;0.9972476383747748;-0.0741427525516459;5.985829830169678;-0.3871544093950815;-5.702853264654828
17:22:59.222120;0.0572571628583394;-5.729968199391376;5.985829830169678;-0.8930398931402586;0.9996940572530832;-0.024734427279995;5.985829830169678;-0.4000673487318379;-5.472462517813825
17:22:59.232392;0.0275235096671936;-2.973365319114585;5.99311113357544;-0.771378545454855;0.9996940572530832;0.024734427279995;5.99311113357544;-0.4120459456248672;-5.185613861325926
17:22:59.244506;0.0275235096671936;-2.973365319114585;5.99311113357544;-0.771378545454855;0.9972476383747748;0.0741427525516463;5.99311113357544;-0.4229873044595947;-4.848782599507288
17:22:59.254700;0.0275235096671936;-2.973365319114585;5.99311113357544;-0.771378545454855;0.992360787415103;0.1233696380835928;5.99311113357544;-0.4328035531599153;-4.4680534089377915
17:22:59.267874;0.0047673732124523;-2.275613645474129;5.990701675415039;-0.771378545454855;0.9850454633172632;0.1722946174379166;5.990701675415039;-0.4414220537731023;-4.048939796958417
17:22:59.278281;0.0047673732124523;-2.275613645474129;5.990701675415039;-0.6390508985432923;0.9753195679051626;0.2207979629917063;5.990701675415039;-0.4487849833403207;-3.5965640302156667
